profile,sub-profile,tools,ne_yapar,islem,salt_okunur,token,kaynak_kok,domain,operasyon,http,path,apple_aciklama
monetization,iap,apps__promoted_purchases__replace,uygulama → öne çıkarılan satın alma · topluca değiştir,topluca değiştir,HAYIR,65,apps,apps,apps.promoted_purchases.replace,PATCH,/v1/apps/{id}/relationships/promotedPurchases,Replace the full set of promoted purchases linked to an app.
monetization,iap,in_app_purchase_app_store_review_screenshots__create,in app purchase app store review screenshots · oluştur,oluştur,HAYIR,88,in_app_purchase_app_store_review_screenshots,iap,in_app_purchase_app_store_review_screenshots.create,POST,/v1/inAppPurchaseAppStoreReviewScreenshots,Upload the reviewer screenshot for an in-app purchase — the image App Review checks. Not related to store listing screenshots or pricing.
monetization,iap,in_app_purchase_app_store_review_screenshots__delete,in app purchase app store review screenshots · sil,sil,HAYIR,71,in_app_purchase_app_store_review_screenshots,iap,in_app_purchase_app_store_review_screenshots.delete,DELETE,/v1/inAppPurchaseAppStoreReviewScreenshots/{id},Delete the reviewer screenshot attached to an in-app purchase.
monetization,iap,in_app_purchase_app_store_review_screenshots__get,in app purchase app store review screenshots · getir,getir,EVET,101,in_app_purchase_app_store_review_screenshots,iap,in_app_purchase_app_store_review_screenshots.get,GET,/v1/inAppPurchaseAppStoreReviewScreenshots/{id},Read the reviewer screenshot attached to an in-app purchase.
monetization,iap,in_app_purchase_app_store_review_screenshots__update,in app purchase app store review screenshots · güncelle,güncelle,HAYIR,77,in_app_purchase_app_store_review_screenshots,iap,in_app_purchase_app_store_review_screenshots.update,PATCH,/v1/inAppPurchaseAppStoreReviewScreenshots/{id},Commit the uploaded reviewer screenshot for an in-app purchase after the file transfer.
monetization,iap,in_app_purchase_availabilities__available_territories__list,IAP ülke kullanılabilirliği → available territories · listele,listele,EVET,94,in_app_purchase_availabilities,iap,in_app_purchase_availabilities.available_territories.list,GET,/v1/inAppPurchaseAvailabilities/{id}/availableTerritories,List the available territories belonging to an in-app purchase availability.
monetization,iap,in_app_purchase_availabilities__create,IAP ülke kullanılabilirliği · oluştur,oluştur,HAYIR,60,in_app_purchase_availabilities,iap,in_app_purchase_availabilities.create,POST,/v1/inAppPurchaseAvailabilities,Create an in-app purchase availability.
monetization,iap,in_app_purchase_availabilities__get,IAP ülke kullanılabilirliği · getir,getir,EVET,94,in_app_purchase_availabilities,iap,in_app_purchase_availabilities.get,GET,/v1/inAppPurchaseAvailabilities/{id},Read one in-app purchase availability by ID.
monetization,iap,in_app_purchase_contents__get,in app purchase contents · getir,getir,EVET,90,in_app_purchase_contents,iap,in_app_purchase_contents.get,GET,/v1/inAppPurchaseContents/{id},Read one in-app purchase content by ID.
monetization,iap,in_app_purchase_images__create,in app purchase images · oluştur,oluştur,HAYIR,57,in_app_purchase_images,iap,in_app_purchase_images.create,POST,/v1/inAppPurchaseImages,Create an in-app purchase image.
monetization,iap,in_app_purchase_images__delete,in app purchase images · sil,sil,HAYIR,58,in_app_purchase_images,iap,in_app_purchase_images.delete,DELETE,/v1/inAppPurchaseImages/{id},Delete an in-app purchase image.
monetization,iap,in_app_purchase_images__get,in app purchase images · getir,getir,EVET,89,in_app_purchase_images,iap,in_app_purchase_images.get,GET,/v1/inAppPurchaseImages/{id},Read one in-app purchase image by ID.
monetization,iap,in_app_purchase_images__update,in app purchase images · güncelle,güncelle,HAYIR,58,in_app_purchase_images,iap,in_app_purchase_images.update,PATCH,/v1/inAppPurchaseImages/{id},Update an in-app purchase image.
monetization,iap,in_app_purchase_images_v2__create,in app purchase images · oluştur,oluştur,HAYIR,59,in_app_purchase_images_v2,iap,in_app_purchase_images_v2.create,POST,/v2/inAppPurchaseImages,Create an in-app purchase images (v2).
monetization,iap,in_app_purchase_images_v2__delete,in app purchase images · sil,sil,HAYIR,60,in_app_purchase_images_v2,iap,in_app_purchase_images_v2.delete,DELETE,/v2/inAppPurchaseImages/{id},Delete an in-app purchase images (v2).
monetization,iap,in_app_purchase_images_v2__get,in app purchase images · getir,getir,EVET,60,in_app_purchase_images_v2,iap,in_app_purchase_images_v2.get,GET,/v2/inAppPurchaseImages/{id},Read one in-app purchase images (v2) by ID.
monetization,iap,in_app_purchase_images_v2__update,in app purchase images · güncelle,güncelle,HAYIR,60,in_app_purchase_images_v2,iap,in_app_purchase_images_v2.update,PATCH,/v2/inAppPurchaseImages/{id},Update an in-app purchase images (v2).
monetization,iap,in_app_purchase_localizations__create,IAP dil metni · oluştur,oluştur,HAYIR,60,in_app_purchase_localizations,iap,in_app_purchase_localizations.create,POST,/v1/inAppPurchaseLocalizations,Create an in-app purchase localization.
monetization,iap,in_app_purchase_localizations__delete,IAP dil metni · sil,sil,HAYIR,61,in_app_purchase_localizations,iap,in_app_purchase_localizations.delete,DELETE,/v1/inAppPurchaseLocalizations/{id},Delete an in-app purchase localization.
monetization,iap,in_app_purchase_localizations__get,IAP dil metni · getir,getir,EVET,93,in_app_purchase_localizations,iap,in_app_purchase_localizations.get,GET,/v1/inAppPurchaseLocalizations/{id},Read one in-app purchase localization by ID.
monetization,iap,in_app_purchase_localizations__update,IAP dil metni · güncelle,güncelle,HAYIR,61,in_app_purchase_localizations,iap,in_app_purchase_localizations.update,PATCH,/v1/inAppPurchaseLocalizations/{id},Update an in-app purchase localization.
monetization,iap,in_app_purchase_localizations_v2__create,IAP dil metni · oluştur,oluştur,HAYIR,62,in_app_purchase_localizations_v2,iap,in_app_purchase_localizations_v2.create,POST,/v2/inAppPurchaseLocalizations,Create an in-app purchase localizations (v2).
monetization,iap,in_app_purchase_localizations_v2__delete,IAP dil metni · sil,sil,HAYIR,63,in_app_purchase_localizations_v2,iap,in_app_purchase_localizations_v2.delete,DELETE,/v2/inAppPurchaseLocalizations/{id},Delete an in-app purchase localizations (v2).
monetization,iap,in_app_purchase_localizations_v2__get,IAP dil metni · getir,getir,EVET,93,in_app_purchase_localizations_v2,iap,in_app_purchase_localizations_v2.get,GET,/v2/inAppPurchaseLocalizations/{id},Read one in-app purchase localizations (v2) by ID.
monetization,iap,in_app_purchase_localizations_v2__update,IAP dil metni · güncelle,güncelle,HAYIR,63,in_app_purchase_localizations_v2,iap,in_app_purchase_localizations_v2.update,PATCH,/v2/inAppPurchaseLocalizations/{id},Update an in-app purchase localizations (v2).
monetization,iap,in_app_purchase_offer_code_custom_codes__create,IAP teklif kodu (özel kod) · oluştur,oluştur,HAYIR,65,in_app_purchase_offer_code_custom_codes,iap,in_app_purchase_offer_code_custom_codes.create,POST,/v1/inAppPurchaseOfferCodeCustomCodes,Create an in-app purchase offer code custom code.
monetization,iap,in_app_purchase_offer_code_custom_codes__get,IAP teklif kodu (özel kod) · getir,getir,EVET,103,in_app_purchase_offer_code_custom_codes,iap,in_app_purchase_offer_code_custom_codes.get,GET,/v1/inAppPurchaseOfferCodeCustomCodes/{id},Read one in-app purchase offer code custom code by ID.
monetization,iap,in_app_purchase_offer_code_custom_codes__update,IAP teklif kodu (özel kod) · güncelle,güncelle,HAYIR,66,in_app_purchase_offer_code_custom_codes,iap,in_app_purchase_offer_code_custom_codes.update,PATCH,/v1/inAppPurchaseOfferCodeCustomCodes/{id},Update an in-app purchase offer code custom code.
monetization,iap,in_app_purchase_offer_code_one_time_use_codes__create,IAP teklif kodu (tek kullanımlık parti) · oluştur,oluştur,HAYIR,68,in_app_purchase_offer_code_one_time_use_codes,iap,in_app_purchase_offer_code_one_time_use_codes.create,POST,/v1/inAppPurchaseOfferCodeOneTimeUseCodes,Create an in-app purchase offer code one time use code.
monetization,iap,in_app_purchase_offer_code_one_time_use_codes__get,IAP teklif kodu (tek kullanımlık parti) · getir,getir,EVET,106,in_app_purchase_offer_code_one_time_use_codes,iap,in_app_purchase_offer_code_one_time_use_codes.get,GET,/v1/inAppPurchaseOfferCodeOneTimeUseCodes/{id},Read one in-app purchase offer code one time use code by ID.
monetization,iap,in_app_purchase_offer_code_one_time_use_codes__update,IAP teklif kodu (tek kullanımlık parti) · güncelle,güncelle,HAYIR,69,in_app_purchase_offer_code_one_time_use_codes,iap,in_app_purchase_offer_code_one_time_use_codes.update,PATCH,/v1/inAppPurchaseOfferCodeOneTimeUseCodes/{id},Update an in-app purchase offer code one time use code.
monetization,iap,in_app_purchase_offer_code_one_time_use_codes__values__get,IAP teklif kodu (tek kullanımlık parti) → kod dosyası · getir,getir,EVET,73,in_app_purchase_offer_code_one_time_use_codes,iap,in_app_purchase_offer_code_one_time_use_codes.values.get,GET,/v1/inAppPurchaseOfferCodeOneTimeUseCodes/{id}/values,Read the value for an in-app purchase offer code one time use code.
monetization,iap,in_app_purchase_offer_codes__create,IAP teklif kodu · oluştur,oluştur,HAYIR,59,in_app_purchase_offer_codes,iap,in_app_purchase_offer_codes.create,POST,/v1/inAppPurchaseOfferCodes,Create an in-app purchase offer code.
monetization,iap,in_app_purchase_offer_codes__custom_codes__list,IAP teklif kodu → özel kod · listele,listele,EVET,125,in_app_purchase_offer_codes,iap,in_app_purchase_offer_codes.custom_codes.list,GET,/v1/inAppPurchaseOfferCodes/{id}/customCodes,List the custom codes belonging to an in-app purchase offer code.
monetization,iap,in_app_purchase_offer_codes__get,IAP teklif kodu · getir,getir,EVET,98,in_app_purchase_offer_codes,iap,in_app_purchase_offer_codes.get,GET,/v1/inAppPurchaseOfferCodes/{id},Read one in-app purchase offer code by ID.
monetization,iap,in_app_purchase_offer_codes__one_time_use_codes__list,IAP teklif kodu → tek kullanımlık kod · listele,listele,EVET,128,in_app_purchase_offer_codes,iap,in_app_purchase_offer_codes.one_time_use_codes.list,GET,/v1/inAppPurchaseOfferCodes/{id}/oneTimeUseCodes,List the one time use codes belonging to an in-app purchase offer code.
monetization,iap,in_app_purchase_offer_codes__prices__list,IAP teklif kodu → fiyat · listele,listele,EVET,144,in_app_purchase_offer_codes,iap,in_app_purchase_offer_codes.prices.list,GET,/v1/inAppPurchaseOfferCodes/{id}/prices,List the prices belonging to an in-app purchase offer code.
monetization,iap,in_app_purchase_offer_codes__update,IAP teklif kodu · güncelle,güncelle,HAYIR,60,in_app_purchase_offer_codes,iap,in_app_purchase_offer_codes.update,PATCH,/v1/inAppPurchaseOfferCodes/{id},Update an in-app purchase offer code.
monetization,iap,in_app_purchase_price_points__equalizations__list,IAP fiyat noktası → diğer ülke karşılığı · listele,listele,EVET,172,in_app_purchase_price_points,iap,in_app_purchase_price_points.equalizations.list,GET,/v1/inAppPurchasePricePoints/{id}/equalizations,List the equalizations belonging to an in-app purchase price point.
monetization,iap,in_app_purchase_price_schedules__automatic_prices__list,IAP fiyat takvimi → otomatik fiyat · listele,listele,EVET,154,in_app_purchase_price_schedules,iap,in_app_purchase_price_schedules.automatic_prices.list,GET,/v1/inAppPurchasePriceSchedules/{id}/automaticPrices,List the automatic prices belonging to an in-app purchase price schedule.
monetization,iap,in_app_purchase_price_schedules__base_territory__get,IAP fiyat takvimi → temel ülke · getir,getir,EVET,70,in_app_purchase_price_schedules,iap,in_app_purchase_price_schedules.base_territory.get,GET,/v1/inAppPurchasePriceSchedules/{id}/baseTerritory,Read the base territory for an in-app purchase price schedule.
monetization,iap,in_app_purchase_price_schedules__create,IAP fiyat takvimi · oluştur,oluştur,HAYIR,93,in_app_purchase_price_schedules,iap,in_app_purchase_price_schedules.create,POST,/v1/inAppPurchasePriceSchedules,"Change or set an in-app purchase (IAP) price: create a price schedule from price point IDs. Find them with in_app_purchases_v2__price_points__list, filtered by territory."
